# RESIDUAL LEGACY POST CORPUS — PER-POST CLOSE-READ LEDGER (PARTIAL — WORK STOPPED BY ZURIEL)
#
# READ-ONLY. Denominator = 944. This file records ONLY posts actually close-read.
# Batch-1 close-read (24, findings in 60_FINDINGS.md): 1794 1074 250 1375 1348 1313 1420 977 298 123 133 44 8 1295 35 28 102 182 1322 197 86 68 1302 1301
# Batch-2 close-read recorded here: 209
# TOTAL CLOSE-READ = 233 / 944.  NOT COMPLETE.
#
# post_id	wp_id	date	text_len	score	depth	notes
1284	6500	2015-09-10	4379	50	DENSE 725/4347	רמזים מצדיקים 2015. «לשמיעת העדות מאת הרב פיש 'סוד החשמל'» — SECOND independent confirmation that הרב (יקותיאל) פיש is the סוד החשמל voice. Indexes lessons 80, 81. Content: R. Kanievsky's «תכניס 70 אלף אברכים לכולל» message; נבואת האדמו"ר רבי יענקל'ה מפשוורסק; ס"ת procedure on «יתן ה' את מטר ארצך אבק» to derive תשע"ה — a SOFEI-TEVOT year-derivation.
1285	6463	2015-09-08	1370	19	FULL 284/1369	המקובל חיים שבילי זצ"ל: Russia is Gog, invading via the Golan. רוסיה = anagram סוריה; 776 family; UN assembly opening at Rosh Hashana.
1289	6262	2015-08-30	1138	46	FULL 504/1151	גימטריות/סוד החשמל, tags מאיץ חלקיקים / «סוד 333 / 33». Indexes lesson 024. גרעין=333; «התגלותו של משיח בעתה» = 2015 רגיל AND 3333 במילוי — the source pairs a ragil year-value with a milui repdigit; 3333 = «המלכות האחרונה לבן דויד» (משולש).
1291	6203	2015-08-25	284	13	FULL 184/282	Audio lesson index: «סוד המספר המסתתר» — «הסוד שהתגלה השנה» (2015). DATES the מסתתר method's introduction into this corpus to 2015, and points to the עלון «ביאת המשיח בתשע"ו» as its publication.
1298	4941	2015-08-06	1667	15	FULL 284/1661	Syrian refugees in Europe 2015. 1335 = «הגירה לאירופה התשעה» = «ההגירה ההמונית בשנת התשעה» א"ת-ב"ש; 2936; 1692 עם הכולל. Cipher «שונאי קמו/האירופי» (numbered צופן 3).
1303	5935	2015-07-28	449	15	FULL 284/445	סוד החשמל audio. «משיח תשובה»=3960(משולש)=«התגלות משיח בחמשת אלפים שבע מאות שבעים ושש»; דויד בן ישי=396. References «צופן משיח טבת עשירי» (the Tenth-of-Tevet cipher family).
1304	5917	2015-07-27	7157	17	DENSE 285/7115	«מאת: א"אגסי». 1000 cracks in the Capitol; ברזל=239 = US years; 240=עמלק; 1776. Building-as-omen; sibling of 1214/1351.
1305	5854	2015-07-21	3324	12	DENSE 275/2287	⭐ THE ARIZAL END-CALCULATION: «לפי האריז"ל עניין גאולה בעתה התחיל בשנת הש"ל 5330 ומסתיים בשנת התשע"ה 5775». A 445-year window with named source. Also ילקוט שמואל קו. Sibling of the Gra Clock Law (1302) — a SECOND independent end-calculation framework in the corpus.
1306	5838	2015-07-20	474	17	FULL 284/473	בית המקדש השלישי. «יהוה ישוב לציון בימינו» באותיות אחרי = 1692 = חמש שבע שבע שש; מילוי+רגיל=434. Announces the creation of the בית המקדש השלישי category — a corpus-structural event.
1308	5791	2015-07-19	4741	48	DENSE 505/4471	סוד 1820. Pollard release 20.11 (ט' כסלו התשע"ו). יהונתן פולארד=1692 «(מדרש רבה)» — a method label naming a MIDRASH as the method source (cf. inactive registry entry 'במדבר רבה'); 1692=חמש שבע שבע שש. Prior-prediction claim: «כמו שראינו לפני כשנה וחצי רמזים לשחרור האסירים לפי סוד 1820 … בסרט שחרור פולארד ועמיר» — a dated prediction with a named film artifact.
1309	5746	2015-07-15	5151	39	DENSE 455/3969	Iran deal + Mega supermarket-chain collapse, 2015-2016. ELS: «צופן אחד יחיד בתורה 'מאירן תבא מגה רעה'» — a uniqueness claim built on a brand name; dated to the sanctions-removal day. Prediction-and-confirmation structure across two dated updates.
1310	5684	2015-07-14	2041	13	DENSE 275/2007	Shofar-sound video archive (Morocco 2.2016, Netherlands 15.1.2016 …). Media-testimony collection; sibling of 1198/1123/1399.
1311	5678	2015-07-13	25053	111	DENSE 4025/24605	author='מזכה הרבים' (the התחזקות-cluster byline per authors registry), tags אוטיסטים/יון/קריסה כלכלית. GENRE: תקשור — a channeled message session with בנימין גולדן, ירושלים, dated י"ד תמוז תשע"ה. Q&A format on geopolitics (TTIP, democracy, the Pope, bunkers, Mexican labour). NO gematria claims. Cites רמב"ן-style eschatology, יחזקאל לו/כז, מזמור צ"ה, רש"י ברכות סג. TRUTH-TYPE: source-claimed revelation, explicitly a מסר — INTERPRETATION/CLAIM layer only, zero engine content. Contributor identity בנימין גולדן also appears as a «מאת» byline elsewhere in the corpus.
1316	5497	2015-07-06	5572	20	DENSE 355/3667	סוד החשמל/זוהר. DOCTRINE: obligation to understand gematria; «ולא ילמדו עוד איש את רעהו … כי כולם ידעו אותי» as the endpoint. Method-doctrine ledger item.
1317	5499	2015-07-06	977	54	FULL 724/1005	TABLE post (cell-paired). 1692 = חמש שבע שבע שש = גילוי השכינה(משולש) = «תיפח רוחם של מחשבי קיצים» = במהרה בימנו(מילוי) = «דעת ארבע שבע ארבע»(מסתתר, a DIGIT-SPELLING entry) etc.; 2756 = «חמשת אלפים שבע מאות שבעים ושש». Rows carry inline secondary method notes («מילוי ללא מילה = 474 דעת», «ריבוע 1331», «מסתתר 1821»).
1318	5467	2015-07-05	1087	39	FULL 454/1078	«תבנה ירושלם» = 2015 (המילוי הגבוה) — the source states its default: «המילוי הגבוה תמיד אצלינו!», an explicit METHOD-DEFAULT DECLARATION. «מקדש אחרון»=2936 (מילוי+רגיל)=תשע"ו(משולש); «יבנו בית המקדש באלפים חמש עשרה»=2015.
1321	5405	2015-07-02	1157	29	FULL 424/1048	סוד החשמל audio. 588 = «יתגדל ויתקדש» באתב"ש = מלחמת גוג ומגוג = «ההסכם שיוביל לגוג ומגוג» = «בראק אובאמה עלי חאמינאי» = «והיתה ליהוה המלוכה»; 502=«עשיו ישמעאל»=«בראק חוסיין אובאמה». Anagram רעמסס→מורסי/סיסי (Egyptian presidents).
1323	5366	2015-06-30	2561	78	FULL 1924/2528	משיח בתשע"ו / סוד החשמל. Three-part post: lecture (audio hotline 053-310-3534 שלוחה 1-1) + ELS + gematria table. ELS CLAIM: «צופן יחיד בתורה — 'איתו בא אובאמה' בדילוג 90 אותיות, 12 letters», attributed to the external source «קודים בתורה», crossing «ויהי כאשר בא יוסף»; matrix co-location of several בא forms described. UNIQUENESS CLAIM over an unstated domain → SOURCE CLAIM, not verified. TABLE (cell-paired): 566 = משיח בן יוסף = «הוא מסתתר» (מסתתר) = סוד משיחך בימינו; 1000 = משיח בן יוסף משיח בן דויד = «במוצאי שביעת בן דוד בא» = עשרה בטבת סוד יהו-ה (מסתתר) = שער נון משיח (מסתתר); 1139 = משיח התשעו; 1948 = יבשר (משולש) = «מדינת ישראל תוקם בשנה».
1326	5221	2015-06-25	3424	20	DENSE 355/3399	«תיעוד רמזים במספר 67 / פוסט 3» — a numbered running series (siblings 1295 post 4). Dated update blocks; 67 memorial for צוק איתן fallen; photo-evidence of the number 67 in the world (the practice that later became the גלריות/זרם המציאות corpus — the ORIGIN of the reality-stream method, in post form).
1327	5214	2015-06-25	388	13	FULL 274/401	TABLE post: 2936 = תשע"ו(∆) = «בית המקדש השלישי ירד משמים תשע"ו» = «ועלו מושיעם בהר ציון…» = «בית המקדש ירד בניסן ב5776» = «אליהו יבשר לצמח דוד בהתשעו» (מילוי ללא מילה).
1328	5195	2015-06-24	1291	15	FULL 284/1269	⭐ «הצופן מאת: הרב גלזרסון» — a NAMED, well-known ELS researcher as the cipher's author. «האו"מ עמלק» with משיח centred in the ע; a claimed unique-in-Torah cipher «קהל י"ה פחדים» crossed by «ויבכו העם בלילה ההוא». Routed to els owners.
1331	5117	2015-06-20	7227	114	DENSE 4024/5531	tags אורן עברון, עמירם טובי. Contributors in-body: «מאת: אורן ע», «מאת: עמירם טובי», «מאת: א"ע», «מאת סוד החשמל». NEW METHOD LABEL (not in registry): «מילוי אותיות פנימי» (inner-filling letters) — used to derive אליהו=52, משיח בן דויד=434, אדום=51, התשע"ה=780 from אירן/ארה"ב. NEW OPERATOR: «ריבוע גדול=7760». NEW PROCEDURE — DIGIT-SPELLING: a number's DIGITS are spelled as Hebrew words and then valued: «אורך הגלות אחד תשע ארבע שמונה = 2015 (מסתתר)», «המשיח אחד תשע ארבע שמונה = 1820», «= 1776 (מסתתר)». This is a numeric-law/procedure, NOT a gematria method — must not be collapsed into one. Also: אותיות העברית=5776 (משולש); חמש-שבע-שבע-שש באותיות=2212 (מסתתר); במהרה בימינו=4440 / 1692 (מילוי) = חמש שבע שבע שש; למעני למעני אעשה 776+מילוי 1436=2212; אותיות אחרי=988=עשרה בטבת. CHRONOLOGY: 3828 (churban bayit sheni) + 1948 = 5776; 1948 = 'two days of HKB"H' with 26 (שם הוי"ה) subtracted per millennium. Sources: ילקוט דברים תתעג / מגילת סתרים, גר"א ספרא דצניעותא פ"א.
1333	5077	2015-06-15	27587	90	DENSE 1926/18241	כללי / סוד החשמל, 2015. PROPHECY-CHAIN source claim: the חפץ חיים 25/75-year war schedule, transmitted via הג"ר יוסף בן פורת שליט"א in the name of the חפץ חיים, published in מוסף שבת קדש of יתד נאמן, לך לך תשע"ה → WWI +25 = WWII, +75 = WWIII then Mashiach → תשע"ה. A dated, citable transmission chain (source→publication→date). Also הינוקא מקרלין «משחק ילדים». Wordplay-as-evidence: גוגואים (apricot pits) → גוג ומגוג; משמש → ממשמשת ובאה / שמש; קיץ → קץ (ירמי' ח,כ). Interpretation openly analogical.
1335	5051	2015-06-11	3226	23	DENSE 355/3175	tag אורן עברון. Shmita-year market crashes over 50 years; «182 = 1820» (zero-scale/decimal). Economic-cycle claim with a numeric-law transform.
1338	4918	2015-06-07	2836	31	FULL 425/2720	דניאל יב + מצודת דוד as the corpus's HERMENEUTIC CHARTER: «דברי הגאולה יהיו סתומים … אבל בבוא הקץ יתחכמו הכל להבין הרמז» and «יתבררו ויתלבנו — ע"י חוקרים ומחשבים … רבים יחשבו אשר יצא חשבונם צרוף». The corpus's self-authorisation for calculating the end, quoted verbatim.
1340	4854	2015-06-02	3147	42	DENSE 505/3121	ארה"ב/אדום. Source: הרב דסלר «מכתב מאליהו» ח"ג on Edom's collapse, said ~50 years earlier, read against 9/11 and the Arab regimes' collapse. A dated-prediction-vs-later-reading unit with a named printed source.
1341	4786	2015-05-31	1444	19	FULL 284/1359	הבבא סאלי in a dream to רבי דוד אבוחצירא. Contributor channel: «קו כנישתא חדא» (a phone hotline as a source). 40°C heat read as Mashiach's light.
1343	4736	2015-05-27	2203	19	FULL 284/2189	Texas storms. 781 = «מלחמות יה בעמלק» = «יה-וה ילחם עם איתני הטבע» = התשע"ו = «וידעו העם הזה כי אתה יה-ו-ה האלהים». tag «רמז מהאלוקים בפה האויב» — a named interpretive category of the corpus.
1345	4699	2015-05-21	17796	138	DENSE 5225/17124	author=יניב לוי. MULTI-CONTRIBUTOR accretive update-log (2015, dated עדכון blocks 29.6→29.10). Per-unit attribution is explicit and varied: יניב לוי, «מאת .צ.» (=ציון), יוסי, Keinan Engel, אור לב, יוסף, א"א, «נשלח במייל» (anonymous email submission). Claims: 396=דויד בן ישי=אחזה רעננה (street+city name); 988=חברת חשמל=עשרה בטבת=אור התשע"ו ragil AND mistater — source explicitly notes «רמז שהרגיל והמסתתר אותו דבר» (a method-coincidence used AS the finding); 776=צירוף מקרים=פיגועי הדקירה(מסתתר)=הכל מתחבר כאן; 66=יון=בן דוד; 56=לטביה=אטום. Event anchoring: dated real-world events (piguim ברעננה/ירושלים, storm, earthquake איי שלמה 6.7 10km, 12/7/15 vs 12/7/06 Lebanon-II). Interpretation clearly separated by the writer («המשכילים יבינו»).
1347	4561	2015-05-11	5252	37	DENSE 455/4992	«מאת אורן ע | וציון ס» (joint byline). 70-year cycle from WWII's end; the 34th government sworn כ"ו אייר read as «בבל-בלב-לבב» permutation; 14/5/1948 vs ה' באייר תש"ח dual-calendar anchoring. Names המקובל רבי ששון טבאשי שליט"א.
1349	4513	2015-05-07	11223	31	DENSE 425/11512	⭐ author=ציון סיבוני. HALACHIC DOCTRINE POST answering «תיפח רוחם של מחשבי קיצין». Thesis stated by the source: the prohibition applied only to the אחישנה period (we are in בעתה since תש"ה), and only to revealing the end via נגלה — via רמז/דרש/סוד it is permitted and even obligatory. Belongs with 977/1420/989/1387 in the method-doctrine ledger. Also one of the 6 posts naming הרב יקותיאל פיש.
1351	4476	2015-05-03	3998	50	DENSE 725/4016	ארה"ב 2015. Contributors: «מאת צ.ס», «תוספת של אורן עברון», «תוספת שלנו» (editorial voice). Claims: «כי יד על כס יה'»=239=ברזל, tied to 239 years of US independence; +1 → 240=עמלק=דולר. NEW PROCEDURE: «נכתוב: שתים ארבע אפס = 5775 (גימטריה רגילה ישר והפוך)» — DIGIT-SPELLING (240 → 'שתים ארבע אפס') combined with a forward+reverse operator. Same digit-spelling family as post 1331/1317.
1354	4372	2015-04-27	6926	48	DENSE 505/6129	author=מזכה הרבים. «אליהו הנביא יתגלה» = 1820 באתב"ש — with the source giving a REASON for choosing atbash («א"ת ב"ש זה הצד ההפכי … עד למטה מטה במקום הקליפות»), i.e. method choice is argued, not arbitrary. Also «אליהו הנביא יתגלה בימינו»=1335 (Daniel); «המשיח בימינו»=1820 (משולש); «ועת»=1820 (משולש); 1010=«ביאת אליהו הנביא בעתה»=«ביאת מלך המשיח» (אותיות לפני); 776 family; גילוי אליהו=111.
1356	4281	2015-04-17	13951	24	DENSE 355/13879	מסרים. Dated messages from הרב חיים קנייבסקי and האדמו"ר מרימנוב, delivered as personal-audience (יחידות) reports. Transmission-chain genre with dates.
1361	4021	2015-03-29	14398	56	DENSE 1175/10784	תיעוד אירועים 2015 Yemen. tags יניב לוי, ציון סיבוני, אורן עברון. Contributors: «מאת: ציון סיבוני», «(מאת: סוד החשמל)». NEW OPERATOR: «אור ישר ואור חוזר = 1164» combined with משולש: «סופה נחרצת» רגיל 899 + משולש 3712 = רגיל+משולש 4611; 4611+1164 = 5775 = התשע"ה — a MULTI-STEP composite arithmetic. Also the unique Torah verse valued 4611 (שמות יב,לד). 261=אירן=«לפני בוא יום ה'»; 317=יאוש=זריף ג'וואד (a named Iranian FM — transliterated-name claim). SOURCES: ספר «ביאת משיח» עמ' 48; «גליון סוד החשמל פסח תשע"ה» (a periodical). Midrash: ילקוט ישעי' תצט / פסיקתא לו (the citation-community block).
1368	3871	2015-03-11	27022	280	DENSE 9026/26320	מאת אהוד ראובן (byline) + tags name יניב לוי, עמירם טובי. 2015 תשע"ו redemption-year post #1. Kabbalistic frame: ישראל=לי ראש, נרנ"ח"י soul-levels, אור=רז equivalence from Zohar. Carries the ELS claim «צופן יחיד בתורה של זמן הגאולה בדילוג 1820» attributed to יניב לוי (film המקדש) + «חכמת אותיות לפני ואחרי» → 1820. Daniel עדן ועדנין ופלג עדן / מועד מועדים וחצי decoding. CONTRIBUTORS: אהוד ראובן, יניב לוי, עמירם טובי. Tag 'מספר מסתתר' = method label.
1371	3749	2015-03-04	12394	61	DENSE 1525/12336	צפונות בתורה, tags זוהר/חרבות ברזל/פיטום הקטורת. Claim: חרבות ברזל = 855 = «ענוים הגיע זמן גאלתכם» = פטום הקטורת. Rest is a devotional call to read פיטום הקטורת + תיקוני זוהר at listed clock times (7:00, 9:30, 13:00, 18:00, 19:00, 12:10 after midnight) — a TIME-SCHEDULE unit, not a gematria claim. Contains an extreme merit-arithmetic chain (multiplying zohar-page merits to 9.5e20) sourced to אבות דרבי נתן and אורחות צדיקים — arithmetic-as-rhetoric, classified INTERPRETATION not calculation. NOTE: the post is dated 2015 but the tag/claim «חרבות ברזל» is from 2023 — evidence of later editorial tagging of an older post.
1372	3570	2015-03-02	3407	15	FULL 285/2996	אובמה נחש 4 film. ELS «תבוש אובאמה» claimed, then a later dated update reports the NJ governor uttering the same rare words — a prediction-then-confirmation structure across two dated updates, with the source counting «ס"ה 3 רמזים והקבלות».
1374	3676	2015-02-25	604	13	FULL 272/590	«מאת: אדריאן אגסי» (fuller form of א. אגסי). «בראק חוסיין אובאמה»=502=«ארור המן»=«ברוך מרדכי» — the source notes both opposites share the value («זה לעומת זה»), the same method-symmetry argument as post 119. חוט השערה=603=בני ישראל.
1377	3395	2015-02-11	464	29	FULL 338/451	הרצאות/סוד 1820. Lecture-series index: «הוכחות לאמיתות התורה משמים» via ר"ת, ס"ת, דילוגי אותיות, גימטריות and 1820. Quotes the רמ"ק פרדס רימונים ten-technique list verbatim (incl. תוכי תיבות, ראשי/סופי פסוקים) — the same charter list as post 977. Part 6 dated 17.2.14.
1380	3059	2015-01-08	1803	12	FULL 274/1396	עשרה בטבת תשע"ו = 22.12 = «תמו כל הקצים ואין הדבר תלוי אלא בתשובה»=2212. NUMERIC-LAW STATEMENT: «השנים 2012 ו-2015 הם אותו מספר כי ספרה 5 היא ספרה 2 הפוכה» — a DIGIT-SHAPE (glyph-rotation) equivalence rule, distinct from any gematria method. Mayan-calendar cross-reference.
1382	2954	2014-12-23	2852	27	DENSE 355/2574	tags ציון סיבוני. Ruble/oil collapse 2014. סעודיה אותיות היסו"ד (anagram); לוויתן gas field ↔ סעודת לויתן; יצחק תשובה (the tycoon's name) read as «time for תשובה» — NAME-AS-OMEN procedure applied to living people.
1385	2779	2014-12-07	2416	35	FULL 455/2357	עברונה oil spill 3.12.2014. Wordplay עברונה = «עבר נ'» (passed the 50th gate); news said 50 years to repair; צוק איתן ended after 50 days with a rocket hitting exactly 50 houses. A 50-GATE motif built from event-numbers rather than gematria.
1387	2727	2014-12-03	1976	73	FULL 1403/1941	גימטריות. TOOL IDENTITY: «מחשבון תורת הרמז» / later «חישוב תורני» — the gematria SOFTWARE used by this research community. Versions logged 2014-12-03 → 2.8.2015 (v3.1) → 13.12.2015 → 28.2.2025 (Android + online search). Windows XP+, .NET 4.5, distributed free «לזיכוי הרבים». Declares its method coverage: «רגיל משולש אתב"ש חילופי אותיות שונים חיבורים» + מספר מסתתר explainer. THIS IS THE METHOD-IMPLEMENTATION PROVENANCE for much of the corpus's arithmetic — a historical engine distinct from the canonical one, and a likely source of source-native variants. Also indexes sibling gematria-list posts (2212, 5776, 396, 333, 1692+2756, 2936, 2015).
1388	2676	2014-11-26	2543	43	FULL 505/2010	סוד 1820/הרצאות. PROCEDURE: write the Tetragrammaton 26 times and take משולש → 2756 = «חמשת אלפים שבע מאות שבעים ושש». A REPETITION-COUNT procedure (n copies of a phrase, then a method) — another numeric procedure distinct from a gematria method.
1390	2698	2014-11-24	9966	107	DENSE 3025/10914	author=ציון סיבוני. MAJOR IDENTITY: «קיבלתי מהרב יקותיאל פיש שליט"א - סוד החשמל» → הרב יקותיאל פיש is named as the voice behind the סוד החשמל corpus. Confirmed in 6 residual posts (1074,1349,1390,1425,917,977). Thesis: משה רבינו buried in מערת המכפלה (not Transjordan), argued from repeated textual formulae (5x «אשר», שמה, אחזה, ארץ כנען, אל). Claim אשר=501=תק"א=דצ"ך עד"ש באח"ב. Sources: קה"ר יב,ט; זוהר תצא רפ.; זהר חדש וירא (רשב"י: «לעת קץ אפילו תינוקות ידעו חישובי קיצין, גימטריות ומועד הגאולה» — the corpus's own charter text for gematria eschatology); דניאל יב,ט with מצודת דוד, רש"י, אבן עזרא. Downloadable numbered update files (קובץ עדכון 7, 10) = external source units not in DB.
1392	2571	2014-11-16	2116	28	FULL 424/2003	Rosetta/Philae comet landing 2014. «רוזטה + פילאי» = 358 = משיח (transliterated spacecraft names summed); comet 67P «צ'וריומוב-גארדימנקו» = 776 + כולל = תשע"ו; the designation 67P read for 67/76. Cross-domain (space mission x gematria) with transliteration.
1395	2372	2014-10-28	3830	32	DENSE 425/3759	אובמה נחש 3 film. ELS: «התשע"ה אליהו» claimed to occur ONCE in the whole Torah at a skip, joined on one long axis with a second term — the source explicitly argues from the improbability of two terms sharing one axis. Nepal earthquake 25.04/26.4 6.7 as confirmation. Film-as-publication unit («הצגנו בסרט … צופן שני»).
1396	2337	2014-10-23	3053	41	FULL 505/2897	⭐ ELS post, 2014 Jerusalem ramming attack. Claim: the three name-parts «זיסל» / «בראון» / «חיה» all found at THE SAME SKIP 281 in close proximity. The source itself frames it as proximity+same-skip, not a single contiguous ELS — correct per els_term_proximity. Victim named חיה זיסל בראון הי"ד. Routed to els owners; NOT verified here (domain unstated).
1397	2325	2014-10-21	1477	16	FULL 284/1405	כללי 2014. Hollywood biblical blockbusters (Exodus, Noah) read as «והתקדשתי ונודעתי לעיני גוים רבים». Culture-as-sign; no gematria.
1399	2042	2014-09-30	17804	21	DENSE 356/17345	«קולות שופר» testimony archive, 2014-2015, dated entries. Contributors by initials/handles: «מאת: H Y». Testimonies carry exact clock times (e.g. 13:33) — the time is itself treated as part of the sign. Phenomenon-testimony genre.
1416	25716	2021-09-12	1703	11	FULL 274/1146	«אם נחליף את האות ו' של תשוב"ה בא"ת ב"ש לאות פ', נקבל אותיות ה'תשפ"ב» — SINGLE-LETTER atbash substitution inside a word to yield a year. A partial-cipher procedure (one letter transformed, others kept). Source: חפץ חיים 'חומת הדת' פי"ג.
1427	25442	2021-07-25	846	28	FULL 424/840	⭐ SOURCE-NATIVE KTIV ROBUSTNESS CHECK: «תיבת נוח - תשפא = 1237 מסתתר. גם תבת נח - תשפא = 1237 מסתתר (כל הכתיבים = 1237)» — the source deliberately tested ALL spellings and reports the value is invariant across them. This is exactly ktiv_male_haser_repair_law §2 practised natively, and it is the strongest kind of orthographic claim in the corpus. Contributors: הרב זיסהולץ (message), «מאת עמיחי» (3-year natural-disaster tracking log).
1428	25376	2021-07-21	3825	32	FULL 425/2507	⭐ SKIP-FROM-VALUE pattern, explicit: «הלא הוא כמס עמדי חתום באוצרתי» עם האותיות והכולל = 1480 = «קוביד תשע עשרה» (COVID-19 spelled in Hebrew), and the cipher «אמ"ת אדי"ע בה'תשפ"א אבע"ר רו"ב הח"י» is found at SKIP 1480 — i.e. the ELS skip is derived from the gematria, not searched. Published טבת תשפ"א. NAMED: הרה"ג ר' דוד ויצמן שליט"א.
1429	25349	2021-07-14	691	11	FULL 274/689	המקובל הרב יצחק בצרי on the letters of the Divine Name visible on the Old City walls near שער הרחמים, the final ה missing. Physical-inscription claim by a named kabbalist.
1440	24807	2021-05-16	1122	25	FULL 354/1111	«מהרב דן מחבר» (named contributor). 3333 years since the Exodus at Shavuot; «תורה משולשת לעם משולש ע"י אדם שלישי ביום השלישי בחודש השלישי» = 5x3 per רבנן vs 4x3 per רבי יוסי — a COUNT-OF-THREES doctrine producing 33333/3333. Halachic dispute changes the count — the source presents both.
1451	18781	2019-11-06	1379	43	FULL 504/1347	⭐ «מאת צ.ס». NEW SOURCE-NATIVE PROCEDURE — LETTER PRODUCT (multiplication): «בהכפלת אותיות 'גאולה' זו בזו: ג×א×ו×ל×ה = 2700», +אלופו של עולם(1) = 2701 = «בראשית ברא אלקים את השמים ואת הארץ» (ENGINE-CONFIRMED 2701), +10 מאמרות = 2711 = the number of pages in ש"ס, +עשרת הדברות = 2721 = «אד-ני שפתי תפתח». CRITICAL: the canonical registry's «הכפלה» (hakpala_calc) is SUM OF SQUARES — גאולה→971, not 2700. SAME LABEL != SAME METHOD (canonical_methods_registry_law v4 §4). The source's letter-product is an UNREGISTERED procedure. Also חתם סופר 'תורת משה': the Decalogue has כתר(620) letters = 613+7.
1488	17745	2019-07-24	1091	41	FULL 454/1083	סוד החשמל. «סוד העולם»=221=תשע"ט (221 years from the millennium's end). POSITIONAL: «הלא הוא כמוס עמדי חתום באוצרתי» = verse #5779 from the Torah's start, «ואז יש בכל התורה 5839 פסוקים מהסוף לפי הספירה» — a THIRD Torah verse-total in the corpus (cf. 5844/5845 in post 250, 5846 in the canonical ELS meta). CORPUS-IDENTITY EVIDENCE. «כמס» אותיות סמ"ך → verse 60; «רשעי ארץ» עם האותיות=5779; 676=צמח(משולש)=שער נון; 1020=השגחה פרטית.
1508	15759	2018-12-16	828	12	FULL 274/825	Givat Assaf attack. «שמע ישראל»=1118 tied to the time of the attack — clock-as-value. Victims' names יובל מור יוסף / יוסף כהן read against Joseph in the parasha.
1514	15581	2018-11-24	969	22	FULL 354/966	Tiberias Shabbat desecration; הרב קוק message. 67=בינה; 717=צמח דוד(משולש); road 67; Tiberias as the site of Mashiach's revelation (cf. post 1074).
1518	15400	2018-11-13	754	11	FULL 274/752	חברון אותיות «חבור נון» (50) — word-respacing; נס analysed as two 1s. Iron-Dome interceptor hitting a Hebron Palestinian read as providence.
1527	15089	2018-10-18	511	22	FULL 354/510	⭐ ELS by הרה"ג ר' דוד ויצמן שליט"א: «אפר"ת צב"י בדילוג 1048 אותיות — הגימטריא של אפרת צבי גנזברג», the children who died in the Beitar Illit fire. SKIP = GEMATRIA OF THE VICTIMS' NAMES — a third instance of the skip-derived-from-value design (cf. 1428 skip 1480, 140 skip 5784/5785). Adjacent letters read as א"ש. Routed to els owners; NOT verified.
1535	14775	2018-09-17	914	17	FULL 284/910	⭐ «פולמוס בענין הקיצין בקו סוד החשמל» — an internal CONTROVERSY about calculating the End, published as a playlist of 9 audio files. Documents dissent within the corpus's own community. Doctrine: ע=70=סוד vs א=111=פלא, «ותרד פלאים».
1536	14764	2018-09-16	488	13	FULL 274/484	מכון המקדש confirms a red heifer born 28 Aug 2018. External institutional announcement; conditional («אם לא תצמיח שערות לבנות»). Event-record, no gematria.
1545	14561	2018-08-25	1486	76	FULL	סוד 1820 + סוד החשמל — THE DENSEST 1820-ANCHOR POST in the residual corpus. 1820 derivations listed: «כעת יאמר ליעקב» עם המילים והכולל; 10x יעק"ב; word-count of Jacob's speech to Rachel+Leah; יעקב born 2108 (same digits); 2018 = same digits as 1820; מילוי «עשרים שש» (=הויה); sum of integers 26..65 (אדנ"י); שם הוי"ה appears 1820x in the Torah; 1820 word-roots; the Haggadah has 1820 words; פסוקי ברכת כהנים; דוד מלך ישראל חי וקיים=819 +כולל→820/1820; שירת הים=38220=21x1820 (כ"א ניסן, אהי"ה=21); the 1820th verse; א' ניסן. ALSO: רשת האינטרנט=1234=שער נון במילוי האותיות; מסתתר=676=שער נון=צמח(משולש); אינטרנ"ט אותיות איר"ן טנ"ט; «אינטרנט איראן גוג ומגוג» עם האותיות והמילים=1335; מסתתר בין אותיות «אתרים»=819; מה פעל אל=256; מהירות האור=873 (same digits as 378); 111 family (ומפליא לעשות=1111 in 11 letters; אדנות הויה=9x111; מסוה=111; ברכת יצחק 111 letters; טלגרף מסתתר=365). Embeds huge_it_gallery id=67 (gallery scope — NOT taken).
1546	14448	2018-08-17	1120	15	FULL 284/1116	Genoa bridge collapse. איטליה=66(+כולל)=גנואה=בן דוד=יון; Italy's shape as a shofar; זכריה ט,יב-טז («על בניך יון», «בשופר יתקע»). Map-shape as evidence.
1568	13721	2018-06-15	985	23	FULL 354/981	US-North Korea summit. סנטוסה=קץ; hotel קפלה אותיות קליפה; 112 rooms = שם יב"ק (אהי"ה+הויה+אדנ"י=112). «קים לי בדרבה מיניה» — a TALMUDIC PHRASE punned on Kim's name, «בדרבה מיניה» עם המילים = טראמפ. Place/venue-name cipher family.
1571	13698	2018-06-11	933	41	FULL 454/928	ELS. «הסבר ששלח אדם הבקי בחוכמת הצופן התנכ"י» (anonymous expert). Skip 974 yielding «עפיפון-תבערה» in פרשת תולדות (בראשית כו,יד-טו) about the Plishtim near Gaza, with «אש-שדה» flanking; same skip carries «שובו בני אמן אמן». Matrix/parallel reasoning, unstated domain → SOURCE CLAIM.
